data,stayingpower,texture,smell,price,others,colour,shipping,packing,processed_data
"Giao hàng nhanh, chất son mịn, son thơm thơmmmm
Nhưng thấy màu 203 không lì, dễ trôi
Chất son mịn",0,2,2,-1,-1,-1,2,-1,giao hàng nhanh chất son mịn son thơm nhưng thấy màu 203 không lì dễ trôi chất son mịn
Sản phẩm giá rẻ cực kì chất lượng lại ok ưng lắm luôn,-1,-1,-1,2,-1,-1,-1,-1,sản phẩm giá rẻ cực kì chất lượng lại ok ưng lắm luôn
"trường,
- Cuối cùng tiểu luận đã vận dụng được những lý thuyết phân tích ở bên trên để đưa ra được những giải pháp trong việc kinh doanh khách sạn, du lịch hiện nay.",-1,-1,-1,-1,1,-1,-1,-1,trường cuối cùng tiểu luận đã vận dụng được những lý thuyết phân tích ở bên trên để đưa ra được những giải pháp trong việc kinh doanh khách sạn du lịch hiện nay
Mua tặng nên hok bíttttttttttttttttttttttttttttttttttt,-1,-1,-1,-1,1,-1,-1,-1,mua tặng nên hok
"Bạn nào kiểu sexy, đi date tối thì oánh màu này bao xinh luôn, son thơm lắmmm, ko hề khô môi ngheng",-1,2,2,-1,-1,2,-1,-1,bạn nào kiểu sexy đi date tối thì oánh màu này bao xinh luôn son thơm lắmmm ko hề khô môi ngheng
"Nhận được đầy đủ hàng, mua combo được giảm giá, chưa đánh thử nhưng thấy mẫu mã khá đẹp, mùi son hơi nồng chút, nhưng giá vậy quá là ok",-1,-1,0,2,-1,-1,-1,-1,nhận được đầy đủ hàng mua combo được giảm giá chưa đánh thử nhưng thấy mẫu mã khá đẹp mùi son hơi nồng chút nhưng giá vậy quá là ok
"Giao hàng nhanh, đóng gói cẩn thận, đã mua nhiều lần và đều rất ưng ý",-1,-1,-1,-1,-1,-1,2,2,giao hàng nhanh đóng gói cẩn thận đã mua nhiều lần và đều rất ưng ý
"Son đẹp lắm ặ
Mềm mịn lắm
Bao bì xịn nữa 
...........
...........
Giao hàng hơi lâu nhưng do hàng quốc tế nên hog sao",-1,2,-1,-1,-1,-1,0,-1,son đẹp lắm ặ mềm mịn lắm bao bì xịn nữa giao hàng hơi lâu nhưng do hàng quốc tế nên hog sao
"Công dụng: Hồng môi.
Kết cấu: ...
Độ bền màu: ....
Mềm mướt lắm ấy.Mình thấy đánh 1 lớp son dưỡng lên trước xong đánh son dễ tán hơn á.
Ship hơi lâu nhưng mà bù lại  anh ship cưng xỉu luôn á trời.",-1,2,-1,-1,-1,-1,1,-1,công dụng hồng môi kết cấu bền màu mềm mướt lắm ấy mình thấy đánh lớp son dưỡng lên trước xong đánh son dễ tán hơn ship hơi lâu nhưng mà bù lại anh ship cưng xỉu luôn á trời
"💯 TPBANK vay tiền nhanh – uy tín nhất Hà Nội
✔️ Vay tín chấp theo Lương
✔️ Vay tín chấp theo bảo hiểm nhân thọ 
✔️ Vay tín chấp theo hợp đồng tín dụng khác (đã từng vay ở tổ chức tín dụng khác) 
Liên hệ :0962541622",-1,-1,-1,-1,1,-1,-1,-1,tpbank vay tiền nhanh uy tín nhất hà nội vay tín chấp theo lương vay tín chấp theo bảo hiểm nhân thọ vay tín chấp theo hợp đồng tín dụng khác đã từng vay ở tổ chức tín dụng khác liên hệ
"Công dụng: son
Độ bền màu: KO biet
Iddtkydoyddigxogxkdxxoxkgxoydoydiydkydkgdkgxododoydoydlhflyclhclhflhclhxkckyckyxyodktitxiu",-1,-1,-1,-1,1,-1,-1,-1,công dụng son bền màu ko biet
Hàng cũng giống hình. Son ok đẹp. Dịch nên giao hơi lâu. Đặt từ hôm 9/9-19/9 mới có hàng.😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘,-1,-1,-1,-1,-1,-1,0,-1,hàng cũng giống hình son ok đẹp dịch nên giao hơi lâu đặt từ hôm mới có hàng
"Son okiiiii ạ
Jrhdhxywiwihdbxheuwwveueucvdjjshw
Ảnh với video mang tính nhận xu",-1,-1,-1,-1,1,-1,-1,-1,son ạ ảnh với video mang tính nhận xu
"Son rất rất xinh luôn nhaaaaa 🥰 Nắp nhung sờ sướng tay dã man 😻 Chất son xịnn, đẹp hơn mình tưởng giá okelaaaa. Sẽ ủng hộ dài dài, anh shipper đẹp traiii 😽",-1,2,-1,2,-1,-1,2,-1,son rất rất xinh luôn nắp nhung sờ sướng tay dã man chất son xịnn đẹp hơn mình tưởng giá sẽ ủng hộ dài dài anh shipper đẹp traiii
"Kết cấu: MỊn
Độ bền màu: nhanh troi, không bám màu
Son không hề lì nha, đánh lên môi khá nhẹ và mịn nhưng mà lau 1 cái là hết sạch luôn",0,2,-1,-1,-1,-1,-1,-1,kết cấu mịn bền màu nhanh troi không bám màu son không hề lì nha đánh lên môi khá nhẹ và mịn nhưng mà lau cái là hết sạch luôn
"Giao hàng lâu quá, gói hàng đầy đủ, son này mình dùng mấy cây rồi, dễ đánh nhưng cũng dễ trôi, vẫn thích vì ko gây khô môi",0,2,-1,-1,-1,-1,0,2,giao hàng lâu quá gói hàng đầy đủ son này mình dùng mấy cây rồi dễ đánh nhưng cũng dễ trôi vẫn thích vì ko gây khô môi
"giao nhanh,mùi như chocolate,mà mình chọn màu ko hợp gòi😢,sp chất lương như trong hình",-1,-1,2,-1,-1,0,2,-1,giao nhanh mùi như chocolate mà mình chọn màu ko hợp gòi sp chất lương như trong hình
Xịn mềm môi lắm luônnnnnnnnnnnnnnnnnnnnnnnnnnn:33333333,-1,2,-1,-1,-1,-1,-1,-1,xịn mềm môi lắm
"Màu khá xinhhh, mềm, mịn, mượt môi, lên môi mình hơi ngả tím xíu xíu nhma cũng tuỳ sắc tố với môi khác nhau Á mn",-1,2,-1,-1,-1,2,-1,-1,màu khá xinhhh mềm mịn mượt môi lên môi mình hơi ngả tím xíu xíu nhma cũng tuỳ sắc tố với môi khác nhau mn
"Son lên màu xinh nha, chỉ là mình thấy son hơi nhớt, nhưng tí là bìnu thường à, đựic shop tặng thêm dưỡng mô ❤️",-1,1,-1,-1,-1,2,-1,-1,son lên màu xinh nha chỉ là mình thấy son hơi nhớt nhưng tí là bìnu thường đựic shop tặng thêm dưỡng mô
"Màu đẹp nhưng chất son dởm , bôi lên không đều được màu , chỗ đậm chỗ nhạt không nên mua son shop này nha mng",-1,0,-1,-1,-1,2,-1,-1,màu đẹp nhưng chất son dởm bôi lên không đều được màu chỗ đậm chỗ nhạt không nên mua son shop này nha mng
Vỏ nhìn sang chảnh. Màu nhìn ngoài khác trong hình nhưng chung quy giá thành rẻ so với cây son quá chất lượng vậy 🥰 đây là cây thứ 5 merzy mình có,-1,-1,-1,2,-1,0,-1,-1,vỏ nhìn sang chảnh màu nhìn ngoài khác trong hình nhưng chung quy giá thành rẻ so với cây son quá chất lượng vậy đây là cây thứ merzy mình có
"Ảnh và video mang tính chất minh hoạ….
Sản phẩm tốt. Son đẹp lắm nha. Mọi người nên mua",-1,-1,-1,-1,1,-1,-1,-1,ảnh và video mang tính chất minh hoạ sản phẩm tốt son đẹp lắm nha mọi người nên mua
"hàng ok, giao hàng nhanh, đóng gói ổm, 
ảnh và video chỉ mang tính lấy xu",-1,-1,-1,-1,-1,-1,2,2,hàng ok giao hàng nhanh đóng gói ổm ảnh và video chỉ mang tính lấy xu
"Công dụng: đánh lên môi rất đẹp và tuyệt vời
Kết cấu: gọn gàng dễ mang đi ra ngoài
Độ bền màu: đẹp",1,1,-1,-1,-1,-1,-1,-1,công dụng đánh lên môi rất đẹp và tuyệt vời kết cấu gọn gàng dễ mang đi ra ngoài bền màu đẹp
Dịch ship tận 2 tuần mới nhận đc hàng nhưng mở ra thấy đc tặng thêm 1 thỏi nữa nên khá vui mặc dù tặng màu cũng k dùng đc hic,-1,-1,-1,-1,-1,0,0,-1,dịch ship tận tuần mới nhận đc hàng nhưng mở ra thấy đc tặng thêm thỏi nữa nên khá vui mặc dù tặng màu cũng k dùng đc hic
Bữa thấy bain nào review v26 đẹp nhưng ko đẹp lắm đâu mn cân nhắc nha . Son đẹp mau bám vân tay hiii,-1,-1,-1,-1,-1,1,-1,-1,bữa thấy bain nào review v26 đẹp nhưng ko đẹp lắm đâu mn cân nhắc nha son đẹp mau bám vân tay
"Một sp dành cho người chơi hệ massage 
Kem massage Milk Beauty 
Mùi thơm cực kì, massage mặt bao phê💆💆💆
Nhanh tay thu thập e này về bộ dưỡng da của mình nào mng❗❗ Giá hạt dẻ yêu thương nha❤
☑☑Ko mua thì tiếc đứt ruột",-1,-1,2,-1,-1,-1,-1,-1,một sp dành cho người chơi hệ massage kem massage milk beauty mùi thơm cực kì massage mặt bao phê nhanh tay thu thập e này về bộ dưỡng da của mình nào mng giá hạt dẻ yêu thương nha ko mua thì tiếc đứt ruột
"Cây son nhìn chắc chắn lắm í mng, được tặng thêm 2 cái thiệp cute chưa nè, gói hàng cũng đẹp nữa",-1,-1,-1,-1,-1,-1,-1,2,cây son nhìn chắc chắn lắm í mng được tặng thêm cái thiệp cute chưa nè gói hàng cũng đẹp nữa
"mình mua màu này chủ yếu để mix son thôi, lúc đầu lên tay hơi giống hồng đất mà lên môi hơi có ánh cam",-1,-1,-1,-1,-1,1,-1,-1,mình mua màu này chủ yếu để mix son thôi lúc đầu lên tay hơi giống hồng đất mà lên môi hơi có ánh cam
"Lần đầu mua sp của hãng. Kiểu dáng thiết kế đẹp, son rất thơm, màu lên rất đẹp. Kẻ mắt cũng ok. Vì là shop quốc tế nên hơi lâu, cộng thêm cuối năm tắc biên, cứ sợ là k về kịp trước tết. Nhưng bù lại hàng đẹp. 👍",-1,-1,2,-1,-1,2,0,-1,lần đầu mua sp của hãng kiểu dáng thiết kế đẹp son rất thơm màu lên rất đẹp kẻ mắt cũng ok vì là shop quốc tế nên hơi lâu cộng thêm cuối năm tắc biên cứ sợ là k về kịp trước tết nhưng bù lại hàng đẹp
"mua 2 lần rồi ,ưng, giá rẻ chất son ổn nhưng nhanh trôi,màu tươi hơn trong ảnh của shop",0,2,-1,2,-1,0,-1,-1,mua lần rồi ưng giá rẻ chất son ổn nhưng nhanh trôi màu tươi hơn trong ảnh của shop
hhshshsbdbdbdhjdjdjdndndndndndndbdbdbdbdbdbdbdbdbdbdbd,-1,-1,-1,-1,1,-1,-1,-1,
"Màu son xinh, mùi thơm nhẹ, dễ tán.",-1,2,2,-1,-1,2,-1,-1,màu son xinh mùi thơm nhẹ dễ tán
Màu siêu đẹp ạ!!!! Đáng mua nha mọi người 🤗🤗🤗😍😍😍😍😍😍👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,-1,-1,-1,-1,-1,2,-1,-1,màu siêu đẹp đáng mua nha mọi người
"Giao hàng đúng tiêu chuẩn, đóng gói kỹ càng, son lên màu chuẩn mà hơi khô môi xíu,",-1,0,-1,-1,-1,2,2,-1,giao hàng đúng tiêu chuẩn đóng gói kỹ càng son lên màu chuẩn mà hơi khô môi xíu
"Với giá thành này thì không mong đợi gì nhiều, sản phẩm dùng rất tốt so với giá",-1,-1,-1,2,-1,-1,-1,-1,với giá thành này thì không mong đợi gì nhiều sản phẩm dùng rất tốt so với giá
"Chuẩn bị hàng nhanh, mùi chocolate đặc trưng, nếu son hai lần thì sẽ lên màu khá chuẩn còn môi mình thì hầu như thoa son nào cũng thiên về đỏ hơi hồng khi mới son 1 lần nên cũng quen. Một nhược điểm là thiết kế đầu cọ lấy quá nhiều son, son dễ lộ vân môi bù lại khá năng bám của son ở mức trung bình.",1,-1,2,-1,-1,2,-1,-1,chuẩn bị hàng nhanh mùi chocolate đặc trưng nếu son hai lần thì sẽ lên màu khá chuẩn còn môi mình thì hầu như thoa son nào cũng thiên về đỏ hơi hồng khi mới son lần nên cũng quen một nhược điểm là thiết kế đầu cọ lấy quá nhiều son son dễ lộ vân môi bù lại khá năng bám của son ở mức trung bình
Ai tretrou nhất? Ai xinh nhất? Ai nhiều người theo đuổi nhất? Ai nhiều nyc nhất? Ai giàu nhất? Ai học giỏi nhất? Ai badgirl nhất? Ai cục tính nhất? Ai nhây lầy cợt nhả nhất?Ai lụy tình nhất? Ai may mắn trong tình yêu nhất?Ai yangho nhất? Ai hợp gu con trai nhất? Ai có khả năng ế lâu nhất?,-1,-1,-1,-1,1,-1,-1,-1,ai tretrou nhất ai xinh nhất ai nhiều người theo đuổi nhất ai nhiều nyc nhất ai giàu nhất ai học giỏi nhất ai badgirl nhất ai cục tính nhất ai nhây lầy cợt nhả nhất ai lụy tình nhất ai may mắn trong tình yêu nhất ai yangho nhất ai hợp gu con trai nhất ai có khả năng ế lâu nhất
Màu đẹp. Mua shop mall săn sale có 130k cả ship. Ko còn gì để chê. Mọi ng nên mua nha mua nhaaa 👍🏻👍🏻👍🏿👍🏿👍🏿,-1,-1,-1,2,-1,2,-1,-1,màu đẹp mua shop mall săn sale có 130 k cả ship ko còn gì để chê mọi ng nên mua nha mua nhaaa
"Mình là khách hàng đây!
 
Các bạn shop lo lắng lắm rồi đúng không? Bản thân tôi lúc này không có gì khác hơn ngoài hai từ CẢM ƠN.

Cảm ơn tất cả mọi người trong những ngày qua, đã ship cho tôi món hàng không ngại sức khỏe trong khi cả nước đang gồng mình cho",-1,-1,-1,-1,1,-1,-1,-1,mi nh la khách hàng đa y ca c ba n shop lo la ng la m ro i đu ng kho ng ba n tha n tôi lu c na y kho ng co gi kha c ho n ngoa i hai tu cảm ơn cảm ơn ta t ca mo i ngu o i trong nhu ng nga y qua đã ship cho tôi món hàng không ngại sức khỏe trong khi ca nu o c đang go ng mi nh cho
"sản phẩm lên màu đẹp, đóng gói hàng cẩn thận, ship hơi lâu nhưng vẫn oke",-1,-1,-1,-1,-1,2,0,2,sản phẩm lên màu đẹp đóng gói hàng cẩn thận ship hơi lâu nhưng vẫn oke
Sản phẩm rất đẹp như hình. Giao hàng rất nhanh.Sản phẩm rất vừa tiền với túi tiền của học sinh,-1,-1,-1,2,-1,-1,2,-1,sản phẩm rất đẹp như hình giao hàng rất nhanh sản phẩm rất vừa tiền với túi tiền của học sinh
"Giao hành khá lâu, son đẹp, mua 3 lần rồi, son êm, mướt, màu ok không lì lắm",0,2,-1,-1,-1,2,0,-1,giao hành khá lâu son đẹp mua lần rồi son êm mướt màu ok không lì lắm
"Son màu đẹp, vì giá rẻ nên cũng không kì vọng nhìu, mng cũng nên xài thử😂",-1,-1,-1,2,-1,2,-1,-1,son màu đẹp vì giá rẻ nên cũng không kì vọng nhìu mng cũng nên xài thử
"Son không như lời đồn:))))))))))))))
Đánh cũng được, tạm ổn",-1,-1,-1,-1,1,-1,-1,-1,son không như lời đánh cũng được tạm ổn
Son màu lên đẹp. Hihi. Hi vọng sẽ đánh nhìn sẽ choanh xả!!!,-1,-1,-1,-1,-1,2,-1,-1,son màu lên đẹp hihi hi vọng sẽ đánh nhìn sẽ choanh xả
"Hàng cực kỳ là ok nha  Xin lỗi vì ảnh k liên quan
Okkkkkkkkkkkkkkk",-1,-1,-1,-1,1,-1,-1,-1,hàng cực kỳ là ok nha xin lỗi vì ảnh k liên quan
Son rất xinh rất đáng mua,-1,-1,-1,-1,1,-1,-1,-1,son rất xinh rất đáng mua
"Chất son đặc, bạn nào môi khô là lộ rõ rãnh môi và màu lên k đều , màu này đánh lòng môi hoặc mix vs màu khác sẽ đẹp hơn. Lên full môi nhìn hơi dừ.",-1,0,-1,-1,-1,1,-1,-1,chất son đặc bạn nào môi khô là lộ rõ rãnh môi và màu lên k đều màu này đánh lòng môi hoặc mix vs màu khác sẽ đẹp hơn lên full môi nhìn hơi dừ
"Màu mình mua xinh xỉu luôn, chất son mềm nhẹ như nhung ấy, k làm khô môi, thích hợp để dùng vào mùa đông",-1,2,-1,-1,-1,2,-1,-1,màu mình mua xinh xỉu luôn chất son mềm nhẹ như nhung ấy k làm khô môi thích hợp để dùng vào mùa đông
"Kết cấu: xinh nhỏ gọn
Độ bền màu: tạm ổn
Son oke lắm mn đúng màu mình thấy nó không có mùi mấy son bám nhanh á vừa đánh lên môi đã bám rồi lên tán ra hơi khó nma nói chung là oke chất lượng khỏi bàn nhé",-1,1,1,-1,-1,2,-1,-1,kết cấu xinh nhỏ gọn bền màu tạm ổn son oke lắm mn đúng màu mình thấy nó không có mùi mấy son bám nhanh á vừa đánh lên môi đã bám rồi lên tán ra hơi khó nma nói chung là oke chất lượng khỏi bàn nhé
Giao đủ hàng.. Còn dc tặng thêm quà.. Chờ hơi lâu nhưng rất vui.. Với giá rẻ bao bì đẹp thì cũng khá thích,-1,-1,-1,2,-1,-1,0,-1,giao đủ hàng còn dc tặng thêm quà chờ hơi lâu nhưng rất vui với giá rẻ bao bì đẹp thì cũng khá thích
"son đẹp
màu siêu xinh
mùi không ghê cx k thơm lắm:)) cx đc
okkkkk",-1,-1,0,-1,-1,2,-1,-1,son đẹp màu siêu xinh mùi không ghê cx k thơm lắm cx đc
chưa nhận hàng nma son xinh lắm màu siu xinh đáng iu cực rất dễ thương lun,-1,-1,-1,-1,-1,2,-1,-1,chưa nhận hàng nma son xinh lắm màu siu xinh đáng iu cực rất dễ thương lun
Mua lần nào cũng thích cái bao bì nhìn rất sang.. Son đánh Lên rất mượt màu lâu trôi..,2,2,-1,-1,-1,-1,-1,-1,mua lần nào cũng thích cái bao bì nhìn rất sang son đánh lên rất mượt màu lâu trôi
"Son khá đẹp, chất son mềm mịn, son thơm mùi kẹo chocolate, son bám k đc lâu, mỗi tội mk quét QR k ra",0,2,2,-1,-1,-1,-1,-1,son khá đẹp chất son mềm mịn son thơm mùi kẹo chocolate son bám k đc lâu mỗi tội mk quét qr k ra
San pham đẹp lắm ạ đáng mua ạ ❤️ xin lỗi shop vì ảnh mang tính chất nhận sao ạ 😢,-1,-1,-1,-1,1,-1,-1,-1,san pham đẹp lắm ạ đáng mua ạ xin lỗi shop vì ảnh mang tính chất nhận sao ạ
Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.,-1,-1,-1,-1,-1,-1,2,-1,thời gian vận chuyển rất hợp lí tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất
Sản phẩm tốt màu xuất sắc luôn. Mọi người nên mua ạ...........,-1,-1,-1,-1,-1,2,-1,-1,sản phẩm tốt màu xuất sắc luôn mọi người nên mua
đẹp từ ngoài vào trong 😍 giao hàng nhanh lắm luôn sẽ quay lại lần t2 ❤️,-1,-1,-1,-1,-1,-1,2,-1,đẹp từ ngoài vào trong giao hàng nhanh lắm luôn sẽ quay lại lần
"Son đẹp mịn 
Đã dùng son nhiều lần 
Nên k có gì bàn cãi
Chất lượng sp tốt",-1,2,-1,-1,-1,-1,-1,-1,son đẹp mịn dùng son nhiều lần nên k có gì bàn cãi chất lượng sp tốt
"Màu rất đẹpp
Giao hàng siêu tốc, mới đặt từ 7h sáng hqua mà 1h chiều hnay đã nhận được rồi. Dòng roman zero mịn mượt, son thơm. Sẵn tiện mình pass son 05 này luôn do nhận về swatch thì thì màu này mình có rồi. Mới nhận từ shipper nên new 100%. Liên hệ 0388561268 qua ""Za lo"" nhée",-1,2,2,-1,-1,2,2,-1,màu rất đẹpp giao hàng siêu tốc mới đặt từ sáng hqua mà chiều hnay đã nhận được rồi dòng roman zero mịn mượt son thơm sẵn tiện mình pass son này luôn do nhận về swatch thì thì màu này mình có rồi mới nhận từ shipper nên new liên hệ qua za lo nhée
Son đẹp thơm xịn hay mua của shop nên yên tâm chất lượng sp nhaa,-1,-1,2,-1,-1,-1,-1,-1,son đẹp thơm xịn hay mua của shop nên yên tâm chất lượng sp nhaa
"Đánh giá chỉ để PR cho Jennie nhà mình. Follow her on instagram right now, you'll be starstruck",-1,-1,-1,-1,1,-1,-1,-1,đánh giá chỉ để pr cho jennie nhà mình follow her on instagram right now you ll be starstruck
giao hàng nhanh đóng gói sản phẩm kĩ càng sẽ ủng hộ tiếp tục trong thời gian tới,-1,-1,-1,-1,-1,-1,2,2,giao hàng nhanh đóng gói sản phẩm kĩ càng sẽ ủng hộ tiếp tục trong thời gian tới
"Hàng ok, màu đẹp, chất lượng, shipper thân thiện, có nhiều quà",-1,-1,-1,-1,-1,2,2,-1,hàng ok màu đẹp chất lượng shipper thân thiện có nhiều quà
"K tiện chụp hình sản phẩm,Nhưng căn được sale giá rẻ,giao hàng nhanh,tặng shop 5 sao",-1,-1,-1,2,-1,-1,2,-1,k tiện chụp hình sản phẩm nhưng căn được sale giá rẻ giao hàng nhanh tặng shop sao
"Gói hàng bình thg, giá Ổn áp màu lên đẹp lắm nên mua nhé quá ư là ổn áp so với giá này r. Chắc chắn sẽ quay lại và thâu đủ các em về vì màu nào cũng đỉnh chóp",-1,-1,-1,2,-1,2,-1,2,gói hàng bình thg giá áp màu lên đẹp lắm nên mua nhé quá ư là ổn áp so với giá này chắc chắn sẽ quay lại và thâu đủ các em về vì màu nào cũng đỉnh chóp
"Công dụng: dễ trôi
Độ bền màu: ko tốt
Son có mùi rất nặng và khó chịu chỉ đc cái vỏ ở ngoài đẹp son lên môi màu ko giống hình ngoài ra còn rất dễ bị trôi",0,-1,0,-1,-1,0,-1,-1,công dụng dễ trôi bền màu ko tốt son có mùi rất nặng và khó chịu chỉ đc cái vỏ ở ngoài đẹp son lên môi màu ko giống hình ngoài ra còn rất dễ bị trôi
"Chất son mềm mịn,hơi nhanh trôi một xíu,mùi cũng khá ghê nhưng lên màu cực đẹp lun í😑",0,2,0,-1,-1,2,-1,-1,chất son mềm mịn hơi nhanh trôi một xíu mùi cũng khá ghê nhưng lên màu cực đẹp lun í
Ugf5sbbobdey8u9 hx4wfibi,-1,-1,-1,-1,1,-1,-1,-1,ugf5sbbobdey8u9 hx4wfibi
"Công dụng: làm tôn da
Kết cấu: chất son mịn
Độ bền màu: tương đối ổn
Đóng gói siêu chắc chắn , son mua lần nào cũng thơm và chất siêu ưng , shop còn gửi kèm thiệp rất xinh",2,2,2,-1,-1,-1,-1,2,công dụng làm tôn da kết cấu chất son mịn bền màu tương đối ổn đóng gói siêu chắc chắn son mua lần nào cũng thơm và chất siêu ưng shop còn gửi kèm thiệp rất xinh
"son với kính xinh lám mọi người ạ, màu đỏ nâu ấy siu xinh rẻ mà xinh hjc. Vid với ảnh hong liên quan 🥲",-1,-1,-1,2,-1,2,-1,-1,son với kính xinh lám mọi người màu đỏ nâu ấy siu xinh rẻ mà xinh hjc vid với ảnh hong liên quan
Lần đầu mua màu 25 thấy nó là chuẩn màu nâu chứ k đỏ tí nào giống hình luôn ý. Đánh lên thấy cũng đc.,-1,-1,-1,-1,-1,2,-1,-1,lần đầu mua màu thấy nó là chuẩn màu nâu chứ k đỏ tí nào giống hình luôn đánh lên thấy cũng đc
"Son kiểu hơi nhung nhung chứ k phải lỳ đâu, trước khi đánh son dùng che khuyết điểm môi sẽ xinh hơn :3",0,1,-1,-1,-1,-1,-1,-1,son kiểu hơi nhung nhung chứ k phải lỳ đâu trước khi đánh son dùng che khuyết điểm môi sẽ xinh hơn
Mình ưng dã man. Màu đẹp lâu trôi. Mùi thơm kiểu mình thích. Săn sale nữa nên là qua tuyệt,2,-1,2,2,-1,2,-1,-1,mình ưng dã man màu đẹp lâu trôi mùi thơm kiểu mình thích săn sale nữa nên là qua tuyệt
Son xịn xò màu xinh thật sự k kén da shop gói hàng kĩ hàng mới tinh k bị mở son ra lần sau sẽ mua tiếp,-1,-1,-1,-1,-1,2,-1,2,son xịn xò màu xinh thật sự k kén da shop gói hàng kĩ hàng mới tinh k bị mở son ra lần sau sẽ mua tiếp
son xinh lắm í dùng thơm cực cũng khá lâu trôi nhưng môi người khi ăn ha uống nước sẽ dễ bị trôi í nên mình nghỉ cái này không lì hihi,0,-1,2,-1,-1,-1,-1,-1,son xinh lắm í dùng thơm cực cũng khá lâu trôi nhưng môi người khi ăn ha uống nước sẽ dễ bị trôi í nên mình nghỉ cái này không lì
"Đánh giá son :  giao khá nhanh chất son đẹp lắm mà chưa test nên k rõ lì hay k nữa 

Mình có bán thuốc nhuộm sỉ lẻ chính hãng 
Alo mình nha kkkkkkk",1,2,-1,-1,-1,-1,2,-1,đánh giá son giao khá nhanh chất son đẹp lắm mà chưa test nên k rõ lì hay k nữa mình có bán thuốc nhuộm sỉ lẻ chính hãng alo mình nha
"Đã nhận đc r nhe, rất xịn sò lun. Màu đẹp ưng lắm sẽ ủng hộ tiếp ....",-1,-1,-1,-1,-1,2,-1,-1,nhận đc r nhe rất xịn sò lun màu đẹp ưng lắm sẽ ủng hộ tiếp
"Hàng chất lượng, giao nhanh, son mịn lắm, mùi lại dễ chịu, vỏ ngoài siêu siêu đẹp",-1,2,2,-1,-1,-1,2,-1,hàng chất lượng giao nhanh son mịn lắm mùi lại dễ chịu vỏ ngoài siêu siêu đẹp
"Son hơi khô, không được mịn",-1,0,-1,-1,-1,-1,-1,-1,son hơi khô không được mịn
Thơm nha màu này là màu trầm nên khá đẹp ưnggggg quá ajjjjjjjjjj,-1,-1,2,-1,-1,2,-1,-1,thơm nha màu này là màu trầm nên khá đẹp quá
"Chất son mượt,màu son đẹp, shop đóng gói rất ẩn thận,sang trọng ,có thể mang đi tặng rất lich sự",-1,2,-1,-1,-1,2,-1,2,chất son mượt màu son đẹp shop đóng gói rất ẩn thận sang trọng có thể mang đi tặng rất lich sự
"Son thơm mùi chocolate. Khá mềm môi, lì hay không thì chưa biết..",1,2,2,-1,-1,-1,-1,-1,son thơm mùi chocolate khá mềm môi lì hay không thì chưa biết
Sbsbbdbdbdbd d dbdbdbensnensnnensjejejejejejejejejeiueueuejehe,-1,-1,-1,-1,1,-1,-1,-1,d
"U là tròi. Xinh xỉu lun á mọi người ơi dùng khác hẳn vs mấy loại bán vớ vẩn lun
Uy tín thật sự. Son thơm mềm môi còn đc tặng túi nữa chứ. Xịn xò con bò ghê. Gói hàng đóng hộp rất ưng luôn",-1,2,-1,-1,-1,-1,-1,2,u là tròi xinh xỉu lun á mọi người ơi dùng khác hẳn vs mấy loại bán vớ vẩn lun uy tín thật sự son thơm mềm môi còn đc tặng túi nữa chứ xịn xò con bò ghê gói hàng đóng hộp rất ưng luôn
"Giao hàng nhanh, mua tại mall nên yên tâm không sợ hàng fake. Merzy thì quá nổi rồi",-1,-1,-1,-1,-1,-1,2,-1,giao hàng nhanh mua tại mall nên yên tâm không sợ hàng fake merzy thì quá nổi rồi
Son đẹp lắm ạ giaooo hàng nhanhhh rất đáng tiền mn nên mua nhaaaa,-1,-1,-1,2,-1,-1,2,-1,son đẹp lắm ạ giaooo hàng nhanhhh rất đáng tiền mn nên mua
Iem đã mua son làm quà tặng sinh nhật crush của em . giao hàng kịp đúng ngày sinh nhật luôn ạ,-1,-1,-1,-1,-1,-1,2,-1,iem đã mua son làm quà tặng sinh nhật crush của em giao hàng kịp đúng ngày sinh nhật luôn ạ
Son mềm mịn môi mùi dịu nhẹ đóng gói chất lượng #thegioiskinfood,-1,2,2,-1,-1,-1,-1,2,son mềm mịn môi mùi dịu nhẹ đóng gói chất lượng thegioiskinfood
Cực kỳ ưng ý. Nắp nhung nhìn sang chảnh lắm lun. Màu lên rất ưng,-1,-1,-1,-1,-1,2,-1,-1,cực kỳ ưng nắp nhung nhìn sang chảnh lắm lun màu lên rất ưng
Mùi thơm hơi nặng môi xíu nm đẹp nha mn,-1,0,2,-1,-1,-1,-1,-1,mùi thơm hơi nặng môi xíu nm đẹp nha mn
